,entity,author_name,overall_polarity
20716,barcelona,VJHemOnc,Neutral
20717,jikta malcikova,VJHemOnc,Neutral
20718,yesterday,VJHemOnc,Neutral
20719,barcelona,Marta Crespo,Neutral
20720,first,Marta Crespo,Neutral
20721,eric meeting,Marta Crespo,Neutral
20722,sapienzaroma nicholas chiorazzi,VJHemOnc,Neutral
20723,elia,VJHemOnc,Neutral
20724,martin subero unibarcelona,VJHemOnc,Neutral
20725,brian,COPD News,Neutral
20726,hill md phd discus recent advance,COPD News,Neutral
20727,last month,Patient Power,Neutral
20728,season,CLL Ireland,Neutral
20729,transcription,microRNApapers,Neutral
20730,ivogut,cnag-crg,Neutral
20731,dotada amb,Centre for Genomic Regulation (CRG),Neutral
20732,limfàtica crònica,Centre for Genomic Regulation (CRG),Neutral
20733,l anàlisi de cèl lules,Centre for Genomic Regulation (CRG),Neutral
20734,11,BloodWork,Neutral
20735,myeloma follicularnhl cll,BloodWork,Neutral
20736,one,Anna Deveau,Neutral
20737,cd19,Anna Deveau,Neutral
20738,this summer,Higher Ground at Lake Louise,Neutral
20739,59,SunAWARE,Neutral
20740,31,SunAWARE,Neutral
20741,5,SunAWARE,Neutral
20742,1,SunAWARE,Neutral
20743,59,Children's Melanoma,Neutral
20744,31,Children's Melanoma,Neutral
20745,5,Children's Melanoma,Neutral
20746,1,Children's Melanoma,Neutral
20747,2010,AJMC,Neutral
20748,5,Patient Power,Neutral
20749,pati,Crwe World,Neutral
20750,nda,Bio Stocks™,Neutral
20751,china,Bio Stocks™,Neutral
20752,nda,Odi Bruckman,Neutral
20753,sll,Odi Bruckman,Neutral
20754,peter mac s,Peter Mac Cancer Centre,Negative
20755,john seymour,Peter Mac Cancer Centre,Negative
20756,andrew robert,Peter Mac Cancer Centre,Negative
20757,2018,Peter Mac Cancer Centre,Negative
20758,sll,Dr. Andy Evens,Neutral
20759,cd23,Dr. Andy Evens,Neutral
20760,four,Canadian Lacrosse League,Neutral
20761,canada,Canadian Lacrosse League,Neutral
20762,2019,Canadian Lacrosse League,Neutral
20763,friday,Canadian Lacrosse League,Neutral
20764,barcelona,Biotech-Spain.com,Neutral
20765,one,Biotech-Spain.com,Neutral
20766,european,Biotech-Spain.com,Neutral
20767,eu,Holger Heyn,Neutral
20768,martin,Holger Heyn,Neutral
20769,elia,Holger Heyn,Neutral
20770,us,CLL Ireland,Neutral
20771,don,Kanga Exchange,Neutral
20772,500,Kanga Exchange,Neutral
20773,today,Kanga Exchange,Neutral
20774,up to 100 000,Kanga Exchange,Neutral
20775,31 october 2018,Kanga Exchange,Neutral
20776,myeloid,AnamjemWAK,Neutral
20777,john m,CCO Oncology,Neutral
20778,burke md,CCO Oncology,Neutral
20779,connie robinson,Mayo Clinic Cancer Center,Negative
20780,2009,Mayo Clinic Cancer Center,Negative
20781,mayo clinic s,Mayo Clinic Cancer Center,Negative
20782,arizona,Mayo Clinic Cancer Center,Negative
20783,mayoclinicaz,Mayo Clinic Cancer Center,Negative
20784,2018,Ckrishnashi Samayoa,Neutral
20785,only 3 day,VJHemOnc,Neutral
20786,november 13th,Patient Power,Neutral
20787,nirali n shah md,National Cancer Institute,Negative
20788,10 25,National Cancer Institute,Negative
20789,myeloma cll,Guillermo Sanz,Neutral
20790,seom gvasanitat gepac,Guillermo Sanz,Neutral
20791,bcell chronic,COPD News,Neutral
20792,14082018,COPD News,Neutral
20793,2000,COPD News,Neutral
20794,2018summaryglobal,COPD News,Neutral
20795,today,Don Corbett,Neutral
20796,david marry,Don Corbett,Neutral
20797,4,Don Corbett,Neutral
20798,monday,Don Corbett,Neutral
20799,5 day,VJHemOnc,Neutral
20800,3,Adriana Pascual,Neutral
20801,rituximab,Adriana Pascual,Neutral
20802,hematologia huinfantaelena,Adriana Pascual,Neutral
20803,268,CDDF,Neutral
20804,itoc6,CDDF,Neutral
20805,esmo2018,CDDF,Neutral
20806,andrew lipsky break,SeqComplete,Neutral
20807,lymphomamyeloma2018,SeqComplete,Neutral
20808,cd39,NK cell Biology,Neutral
20809,cd4,NK cell Biology,Neutral
20810,6q,NK cell Biology,Neutral
20811,mo_boston,Michele Nadeem-Baker,Neutral
20812,oct 20,Michele Nadeem-Baker,Neutral
20813,cd39,NK papers,Neutral
20814,cd4,NK papers,Neutral
20815,6q,NK papers,Neutral
20816,mosaad zaki e mohamed zahran,NK papers,Neutral
20817,hussein s elaiw,NK papers,Neutral
20818,uk,Helen Jane Mee,Neutral
20819,5th,Helen Jane Mee,Neutral
20820,great day 3,"Jill Kleczko, MPA, CCRP",Neutral
20821,1142,"Jill Kleczko, MPA, CCRP",Neutral
20822,lymphomamyeloma2018 cll,WCM Lymphoma,Neutral
20823,andrew lipsky,"Jorge Monge, MD",Neutral
20824,lymphomamyeloma2018,"Jorge Monge, MD",Neutral
20825,weillcornell nyphospital hematology,WCM Lymphoma,Neutral
20826,andrew lipsky break,WCM Lymphoma,Neutral
20827,lymphomamyeloma2018,WCM Lymphoma,Neutral
20828,less than two week,Verastem Oncology,Neutral
20829,flinn sarahcannondocs,Verastem Oncology,Neutral
20830,lymphomamyeloma2018,"chadi nabhan MD, MBA, FACP",Neutral
20831,2018,Philip McCarthy,Neutral
20832,2018,"Dr T. Comeau , MD",Neutral
20833,fda,"Robinson Ortiz, MD",Neutral
20834,2007,Crain's New York,Neutral
20835,fast50,Crain's New York,Neutral
20836,duvelisib,ASH Clinical News,Neutral
20837,slpe ketl,SwingTradeBot UK,Neutral
20838,yesterday,"Pharmacyclics, an AbbVie Company",Neutral
20839,duvelisib nicole,CCO Oncology,Neutral
20840,soho18 hemeonc,VJHemOnc,Neutral
20841,imbruvica obinutuzumab gazyva,MDedge Hematology & Oncology,Neutral
20842,india,CLL Ireland,Neutral
20843,la fda va examiner,oncohebdo,Neutral
20844,prioritaire la,oncohebdo,Neutral
20845,1l de traitement de la leucémie,oncohebdo,Neutral
20846,spotleukaemia britsochaem,Nick,Neutral
20847,2018,Dr. José A. Queizán,Neutral
20848,sa,Dr. José A. Queizán,Neutral
20849,10 1038,Dr. José A. Queizán,Neutral
20850,018,Dr. José A. Queizán,Neutral
20851,0131,Dr. José A. Queizán,Neutral
20852,2,Dr. José A. Queizán,Neutral
20853,sll abbvie inc nyse abbv,cafepharma,Neutral
20854,imbruvica,cafepharma,Neutral
20855,u s fda,OBR,Neutral
20856,obinutuzumab gazyva,HSMN,Neutral
20857,abbv snda,Odi Bruckman,Neutral
20858,u s fda,Crwe World,Neutral
20859,u s fda,Financial Buzz,Neutral
20860,fda,Hotstocks.nyc,Neutral
20861,u s fda,Marketbit.pro,Neutral
20862,imbruvica,Marketbit.pro,Neutral
20863,17p,Lymphoma Papers,Neutral
20864,india,MedGenome,Neutral
20865,4,The Moore Foundation,Neutral
20866,myeloid,The Moore Foundation,Neutral
20867,last month,Sue Ettinger DVM,Neutral
20868,flinn,Verastem Oncology,Neutral
20869,today,"Matthew Davids, MD, MMSc",Neutral
20870,john,"Matthew Davids, MD, MMSc",Neutral
20871,ohio,"Matthew Davids, MD, MMSc",Neutral
20872,james cancer,"Matthew Davids, MD, MMSc",Neutral
20873,a decade,BloodWork,Neutral
20874,cll,H,Neutral
20875,ja trafiłem,Jacek Kalinowski,Neutral
20876,los z,Jacek Kalinowski,Neutral
20877,będę,Jacek Kalinowski,Neutral
20878,prawa,Jacek Kalinowski,Neutral
20879,pożytecznego wiecie,Jacek Kalinowski,Neutral
20880,chlorambucil rituximab,Medivizor,Neutral
20881,richard furman,Andrew Schorr,Neutral
20882,nyc,Andrew Schorr,Neutral
20883,copiktra duvelisib,epocrates,Neutral
20884,1,epocrates,Neutral
20885,2,epocrates,Neutral
20886,3,epocrates,Neutral
20887,renée beekman,BioCores,Neutral
20888,17 15 30h,BioCores,Neutral
20889,iglv3 21,Jerry Lee,Neutral
20890,chlorambucil rituximab,noel cole,Neutral
20891,bone marrow hematopoietic,"Raul Cordoba, MD, PhD",Neutral
20892,duvelisib promise,Medicalnewser.com,Neutral
20893,sll,Medicalnewser.com,Neutral
20894,journal cll cllsm,"Raul Cordoba, MD, PhD",Neutral
20895,interesantísimo,Hematología SantPau,Neutral
20896,cll,Hematología SantPau,Neutral
20897,nos escapamos,Hematología SantPau,Neutral
20898,podemos,Hematología SantPau,Neutral
20899,bm hematopoietic dysfunction,Hematopoiesis News,Neutral
20900,obinutuzumab,CLL Ireland,Neutral
20901,2018 october,Dr. José A. Queizán,Neutral
20902,freecrypto,Kanga Exchange,Neutral
20903,ethereum exchange kanga,Kanga Exchange,Neutral
20904,sll,Hematopoiesis News,Neutral
20905,1,UK Health Radio™,Neutral
20906,25 year,UK Health Radio™,Neutral
20907,canada,Teresa Martin,Neutral
20908,harry potter,RIOH,Neutral
20909,october,Patient Empowerment Network,Neutral
20910,oct 17th,Brian Barrett,Neutral
20911,xun wu,RIOH,Neutral
20912,manitoba cll,RIOH,Neutral
20913,22 year ago,Andrew Schorr,Neutral
20914,3,Kuro_Unplugged,Neutral
20915,rituximab,Kuro_Unplugged,Neutral
20916,fda,AllMedx Oncology,Neutral
20917,duvelisib copiktra,AllMedx Oncology,Neutral
20918,sll,AllMedx Oncology,Neutral
20919,1b,"Dr T. Comeau , MD",Neutral
20920,1b,GEDEFO,Neutral
20921,obinutuzumab,GEDEFO,Neutral
20922,half year,Proactive,Positive
20923,almost 10,Proactive,Positive
20924,3,CatríonaMDowling PhD,Neutral
20925,september,CatríonaMDowling PhD,Neutral
20926,duvelisib promise,Drugnews.in,Neutral
20927,sll,Drugnews.in,Neutral
20928,lesum,Targeted Oncology,Neutral
20929,the first 90 minute,Patient Power,Neutral
20930,atlanta,Patient Power,Neutral
20931,dana,Betsy Mullen #SignUp2SaveAJ,Neutral
20932,cancer institute boston ma,Betsy Mullen #SignUp2SaveAJ,Neutral
20933,leuklymph2018,MDedge Hematology & Oncology,Neutral
20934,duvelisib best ofatumumab,MDedge Hematology & Oncology,Neutral
20935,23rd,Cancer Papers,Negative
20936,the european hematology association,Cancer Papers,Negative
20937,yesterday,Lauren Nguyen,Neutral
20938,2018,Mahmoud Aljurf,Neutral
20939,angela brook,Thomas Roy Webb,Neutral
20940,sf3b1,Thomas Roy Webb,Neutral
20941,dr shadman,Targeted Oncology,Neutral
20942,jeff,Andrew Schorr,Neutral
20943,usonetwork jeff_sharman,Andrew Schorr,Neutral
20944,duvelisib capsule,The Pharmaceutical Marketing Group,Neutral
20945,cll,Kanga Exchange,Neutral
20946,pl2018,Prophetess Deborah Allen,Neutral
20947,duvelisib capsule,Latest News from Business Wire,Neutral
20948,bsms phd student emma,BSMS,Neutral
20949,kennedy,BSMS,Neutral
20950,annual,BSMS,Neutral
20951,uk,BSMS,Neutral
20952,friday 28 september,BSMS,Neutral
20953,penn hall school young people write,Wolverhampton LTT,Neutral
20954,wolverhampton education,Wolverhampton LTT,Neutral
20955,tomorrow,MD Anderson Cancer Center,Negative
20956,jt26 cll,The Lion's Shed 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Neutral
20957,utc,The Lion's Shed 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Neutral
20958,glennsabin author of,Robin Daly,Neutral
20959,1,Robin Daly,Neutral
20960,25 year,Robin Daly,Neutral
20961,merc hvpe src cll,SwingTradeBot UK,Neutral
20962,sll,"Jose Sandoval S, MD FACP",Neutral
20963,pdf,Ashika Khanam Asha,Neutral
20964,pdf,Md. Nurul Amin,Neutral
20965,pdf,Our Savar,Neutral
20966,two,Lampe & Company,Neutral
20967,cll,Future Science OA,Neutral
20968,2018,Tran-Der Tan,Neutral
20969,19th oct,BCNI,Neutral
20970,mullingar park hotel,BCNI,Neutral
20971,6,BCNI,Neutral
20972,bone marrow hematopoietic,Hypoxia Adaptation,Neutral
20973,ncbi,Ataxia Telangiectasia Info,Neutral
20974,one,The Lion's Shed 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Neutral
20975,rezvani,Targeted Oncology,Neutral
20976,this weekend,Krystal,Neutral
20977,65th,Krystal,Neutral
20978,last year,Krystal,Neutral
20979,thanksgiving,Krystal,Neutral
20980,boston,Kanga Exchange,Neutral
20981,kanga crypto,Kanga Exchange,Neutral
20982,bone marrow hematopoietic,NK papers,Neutral
20983,zhang h mikkelson,NK papers,Neutral
20984,cr ding w parikh sa kay ne,NK papers,Neutral
20985,medina,NK papers,Neutral
20986,cll,Brian Chutskoff CD MD FRCSC (ret’d),Neutral
20987,stephen remissionman,CLL_Fighters🎗,Neutral
20988,fda,Medical Evidence 🇮🇹,Neutral
20989,duvelisib copiktra,Medical Evidence 🇮🇹,Neutral
20990,sll,Medical Evidence 🇮🇹,Neutral
20991,mdanderson,CLL_Fighters🎗,Neutral
20992,90,CLL_Fighters🎗,Neutral
20993,26,CLL_Fighters🎗,Neutral
20994,jim allison,CLL Ireland,Neutral
20995,duvelisib copiktra,Professione Farmacia,Neutral
20996,sll,Professione Farmacia,Neutral
20997,two,Toby Eyre,Neutral
20998,17p,Lambda Kappa Sigma,Neutral
20999,nitinjainmdfrom mdandersonnews,VJHemOnc,Neutral
21000,glenn sabin glenn,Shouting at people in my underpants,Neutral
21001,sll,Patient Worthy,Positive
21002,edtech wolverhampton,Wolverhampton LTT,Neutral
21003,congress,@sehh_es,Neutral
21004,3,CLL-seq,Neutral
21005,notch1,CLL-seq,Neutral
21006,2018,MDedge Hematology & Oncology,Neutral
21007,cd5,"Brandon Zelman, DO",Neutral
21008,cd23,"Brandon Zelman, DO",Neutral
21009,today,donnashort,Neutral
21010,dr dean,donnashort,Neutral
21011,two,donnashort,Neutral
21012,under 65,donnashort,Neutral
21013,one,OncLive SOSS,Neutral
21014,asco18,Total Health Conferencing,Neutral
21015,philadelphia,Total Health Conferencing,Neutral
21016,ascp2018,Stony Brook Pathology,Neutral
21017,90,🅱🅸🅾🆃🅴🅲🅷,Neutral
21018,last week,LymphomaAction,Neutral
21019,every day,LymphomaAction,Neutral
21020,cll,HofNorthwell Kidney,Neutral
21021,dk,LyLe Foreningen,Neutral
21022,kun,LyLe Foreningen,Neutral
21023,36 kr,LyLe Foreningen,Neutral
21024,md lyle_dk,LyLe Foreningen,Neutral
21025,2,TF binding papers 📚,Neutral
21026,paul keane,CLL Ireland,Neutral
21027,2018,Vijaya L,Positive
21028,gc,ImmuneGCPapers,Neutral
21029,mouse base,ImmuneGCPapers,Neutral
21030,mouse base,Henning,Neutral
21031,2018,CryptoLiveLeak,Neutral
21032,smart importer,Concessionary L.L,Neutral
21033,sf3b1,A Naqvi,Neutral
21034,nhl lymsm,Savepig Invest #GotSilver,Neutral
21035,2,Elaine Schattner,Neutral
21036,this month,Elaine Schattner,Neutral
21037,leukaemiacareuk nick,The Patient's Channel,Neutral
21038,nick york,The Patient's Channel,Neutral
21039,bloodcancerawarenessmonth,The Patient's Channel,Neutral
21040,för,Åbo Akademi University,Neutral
21041,biosfärområde lokala,Åbo Akademi University,Neutral
21042,ska,Åbo Akademi University,Neutral
21043,nytta av att känna,Åbo Akademi University,Neutral
21044,cll,Åbo Akademi University,Neutral
21045,dr reddy s,Drug Store News,Neutral
21046,canada,Anna Deveau,Neutral
21047,september 24,Univadis,Neutral
21048,fda,Univadis,Neutral
21049,sll,Univadis,Neutral
21050,2,Univadis,Neutral
21051,22 million,MAISA,Neutral
21052,verastem,MAISA,Neutral
21053,the us food and drug administration,MAISA,Neutral
21054,duvelisib,MAISA,Neutral
21055,2018 2026,Coherent M I,Neutral
21056,new york,Randall Weis,Neutral
21057,chuck,Women's Health News,Neutral
21058,2018,Women's Health News,Neutral
21059,chuck,SPI News,Neutral
21060,2018,SPI News,Neutral
21061,60,Sandy Spiro,Neutral
21062,early 70s,Sandy Spiro,Neutral
21063,lymphomacanada,Sandy Spiro,Neutral
21064,thursday,Helen Jane Mee,Neutral
21065,hodgkin nhl,Helen Jane Mee,Neutral
21066,nobelprize2018,Ardalan Ahmad,Neutral
21067,rcc,Ardalan Ahmad,Neutral
21068,duvelisib copiktra,dario pasqualini,Neutral
21069,sll,dario pasqualini,Neutral
21070,october,CLLSA,Neutral
21071,september,CLLSA,Neutral
21072,cml,LyLe Foreningen,Neutral
21073,md blodkræft,LyLe Foreningen,Neutral
21074,sunday,Toretha Wright,Neutral
21075,60,marc osborne,Neutral
21076,early 70s,marc osborne,Neutral
21077,lymphomacanada,marc osborne,Neutral
21078,martin onclivesoss,donnashort,Neutral
21079,barbara andersen,Arts and Sciences,Neutral
21080,first,Arts and Sciences,Neutral
21081,lisa chen,Nimish shah,Neutral
21082,al blood2018,Nimish shah,Neutral
21083,2018 06 860593,Nimish shah,Neutral
21084,420,Nimish shah,Neutral
21085,this past,Andrew Schorr,Neutral
21086,60,Roche Canada,Neutral
21087,early 70s,Roche Canada,Neutral
21088,lymphomacanada,Roche Canada,Neutral
21089,about 10 year,ron white,Neutral
21090,7,Stephen Brown,Neutral
21091,cll,Chris Hillis,Neutral
21092,ascoqlty18,Chris Hillis,Neutral
21093,md anderson,Blood Cancer UK Research,Negative
21094,bloodwise_uk,Blood Cancer UK Research,Negative
21095,researcher wilmotcancer report,Wilmot Cancer Institute,Negative
21096,3000researchers,Wilmot Cancer Institute,Negative
21097,sct,Nick,Neutral
21098,halve leukaemiacareuk spotleukaemia,Nick,Neutral
21099,cll,Ahlem Bousserwel,Neutral
21100,la coopération_internationale à travers et avec la société_civile de,Ahlem Bousserwel,Neutral
21101,pcpaactifs soyons_actives_actifs solidlaique tunisie,Ahlem Bousserwel,Neutral
21102,leukaemiacareuk spotleukaemia,Nick,Neutral
21103,francesc,Blood Cancer UK Research,Negative
21104,70,Blood Cancer UK Research,Negative
21105,tp53,Blood Cancer UK Research,Negative
21106,cdkn2a,Blood Cancer UK Research,Negative
21107,notch1,Blood Cancer UK Research,Negative
21108,uk,Blood Cancer UK Research,Negative
21109,around 65,Blood Cancer UK Research,Negative
21110,1yr,Blood Cancer UK Research,Negative
21111,75,Blood Cancer UK Research,Negative
21112,21 month,Blood Cancer UK Research,Negative
21113,88,Blood Cancer UK Research,Negative
21114,chris fox,Blood Cancer UK Research,Negative
21115,idelasib,Blood Cancer UK Research,Negative
21116,donna munro,Nick,Neutral
21117,medivizor chlorambucil rituximab,Medivizor,Neutral
21118,dr rezvani,Targeted Oncology,Neutral
21119,physician earn cpd,Medscape Education,Neutral
21120,drs john seymour,Medscape Education,Neutral
21121,peter,Medscape Education,Neutral
21122,stjamesdublin,Medscape Education,Neutral
21123,sll,US Bioservices,Neutral
21124,at least two,US Bioservices,Neutral
21125,matthew david,ASH Clinical News,Neutral
21126,jennifer,ASH Clinical News,Neutral
21127,harley hudson,The Patient's Channel,Neutral
21128,12pm pt,Patient Empowerment Network,Neutral
21129,3 pm,Patient Empowerment Network,Neutral
21130,anna schuh,VJHemOnc,Neutral
21131,sanger hemeonc relapse,VJHemOnc,Neutral
21132,fda,GoFIR,Neutral
21133,duvelisib accelerate,GoFIR,Neutral
21134,today,HRI Portal,Neutral
21135,health canada,HRI Portal,Neutral
21136,rituximab,HRI Portal,Neutral
21137,25,Rare Disease Report,Neutral
21138,daily,Rare Disease Report,Neutral
21139,william wierda,CLL Ireland,Neutral
21140,10 000,Shouting at people in my underpants,Neutral
21141,2017,CLL-seq,Neutral
21142,prof robin,Saudi Leukemia Net,Neutral
21143,cll,Saudi Leukemia Net,Neutral
21144,cllsm kfshrc,Saudi Leukemia Net,Neutral
21145,spring,Michele Nadeem-Baker,Neutral
21146,25 september 2003,Sean C. Breathnach,Neutral
21147,twelve year,Sean C. Breathnach,Neutral
21148,edward w,Sean C. Breathnach,Neutral
21149,67 year of age,Sean C. Breathnach,Neutral
21150,new york city,Sean C. Breathnach,Neutral
21151,duvelisib copiktra verastem inc,MedChem & ONCo,Neutral
21152,sll,MedChem & ONCo,Neutral
21153,earlier this week,Patient Empowerment Network,Neutral
21154,verastem,Koch Institute at MIT,Neutral
21155,eric lander,Koch Institute at MIT,Neutral
21156,robert weinberg,Koch Institute at MIT,Neutral
21157,first,Koch Institute at MIT,Neutral
21158,fda,Koch Institute at MIT,Neutral
21159,3pm,Patient Empowerment Network,Neutral
21160,this past saturday,Andrew Schorr,Neutral
21161,slamf1,Lymphoma Papers,Neutral
21162,verastem,Plexus Ventures,Neutral
21163,duvelisib follicularlymphoma,Plexus Ventures,Neutral
21164,tomorrow,Lab Tests Online,Neutral
21165,3pm et,Lab Tests Online,Neutral
21166,sept 27,Patient Power,Neutral
21167,12 pm register,Patient Power,Neutral
21168,abbv announces health canada,Ro Patel,Neutral
21169,w rituximab,Ro Patel,Neutral
21170,duvelisib copiktra,CellworksLife,Neutral
21171,max,HemOnc Today,Neutral
21172,cll imbruvica,HemOnc Today,Neutral
21173,health canada,RazzleTazzle,Neutral
21174,rituximab,RazzleTazzle,Neutral
21175,fda,Dr. Melody Davis,Neutral
21176,sll,Dr. Melody Davis,Neutral
21177,2,PharmacyChecker,Neutral
21178,copiktra duvelisib,"Bichoy Gabra, R.Ph., Ph.D.",Neutral
21179,affiliateprogram socialmedia getpaidtopost,CryptoLiveLeak,Neutral
21180,copiktra duvelisib,Advera Health,Neutral
21181,drugscom,Advera Health,Neutral
21182,duvelisib copiktra,CancerCare,Neutral
21183,at least two,CancerCare,Neutral
21184,sll,"Neil Sankar M.D.,MPH",Neutral
21185,duvelisib pi3kinase,"Neil Sankar M.D.,MPH",Neutral
21186,duvelisib copiktra,Lymphoma Research Foundation,Neutral
21187,at least two,Lymphoma Research Foundation,Neutral
21188,the european medicine agency s committee,Targeted Oncology,Neutral
21189,at least 1,Targeted Oncology,Neutral
21190,food and drug administration,Joyjeet Paul,Neutral
21191,fda,Joyjeet Paul,Neutral
21192,duvelisib copiktra verastem inc,Joyjeet Paul,Neutral
21193,sll,Joyjeet Paul,Neutral
21194,at least two,Joyjeet Paul,Neutral
21195,at least 2,Rare Disease Report,Neutral
21196,125a,Philip McCarthy,Neutral
21197,34aexpression,Philip McCarthy,Neutral
21198,carol preston,Patient Empowerment Network,Neutral
21199,5,Patient Empowerment Network,Neutral
21200,fda,INDLUB (UK) LTD,Neutral
21201,3,cafepharma,Neutral
21202,duvelisib copiktra verastem inc,Renovatio Biomédica,Neutral
21203,sll,Renovatio Biomédica,Neutral
21204,duvelisib copiktra verastem inc,Dr.Alberto Mussetti,Neutral
21205,sll,Dr.Alberto Mussetti,Neutral
21206,9,Talbot Research Library & Media Services,Neutral
21207,sll,Talbot Research Library & Media Services,Neutral
21208,fda,Michael Mijares,Neutral
21209,duvelisib copiktra verastem inc,Michael Mijares,Neutral
21210,sll,Michael Mijares,Neutral
21211,two,Randy Hatton,Neutral
21212,vuh liss,Randy Hatton,Neutral
21213,verastem inc vstm,"Liseth M Parra, PhD",Neutral
21214,first,"Liseth M Parra, PhD",Neutral
21215,third,"Liseth M Parra, PhD",Neutral
21216,sll,"Liseth M Parra, PhD",Neutral
21217,140,James Flavin,Neutral
21218,us,James Flavin,Neutral
21219,germany,James Flavin,Neutral
21220,the last few year,CURE Magazine,Neutral
21221,dr keating,Patient Power,Neutral
21222,2nd,mediPr | 醫學作家香港,Neutral
21223,cll,mediPr | 醫學作家香港,Neutral
21224,fda genentech,mediPr | 醫學作家香港,Neutral
21225,duvelisib fda,腫瘤學新知 | Cancer Informer,Negative
21226,sll,腫瘤學新知 | Cancer Informer,Negative
21227,copiktra duvelisib,腫瘤學新知 | Cancer Informer,Negative
21228,fda,腫瘤學新知 | Cancer Informer,Negative
21229,duvelisib fda,mediPr | 醫學作家香港,Neutral
21230,copiktra duvelisib,mediPr | 醫學作家香港,Neutral
21231,duvelisib copiktra verastem inc,Stefan Busch,Neutral
21232,sll,Stefan Busch,Neutral
21233,copiktra duvelisib,Medicalnewser.com,Neutral
21234,copiktra duvelisib,New Drug Approvals,Neutral
21235,copiktra duvelisib,Drugs.com,Neutral
21236,fda,EIN Presswire: Lung Cancer Newswire,Negative
21237,copiktra duvelisib,EIN Presswire: Lung Cancer Newswire,Negative
21238,copiktra duvelisib,FDA Daily,Neutral
21239,at least 2,Lisa Astor,Neutral
21240,fda,PharmacyTimesCE,Neutral
21241,3,PER,Neutral
21242,2 dynamo,PER,Neutral
21243,fda,VuMedi Oncology,Neutral
21244,2018,Cancer Papers,Negative
21245,crónica,Manuel Muro,Neutral
21246,imagen de microscopia electrónica de barrido,Manuel Muro,Neutral
21247,duvelisib copiktra verastem inc,Anna Deveau,Neutral
21248,sll,Anna Deveau,Neutral
21249,duvelisib accelerate,FDA Oncology,Neutral
21250,pfe4cll,Southland,Neutral
21251,6th,Southland,Neutral
21252,next year,Southland,Neutral
21253,today,NLTP,Neutral
21254,november,NLTP,Neutral
21255,hodgkin nhl,NLTP,Neutral
21256,the irishcancersoc cancerweek,CLL Ireland,Neutral
21257,2018,Ken Research,Neutral
21258,leukaemiacareuk s,Zack Pemberton-Whiteley,Neutral
21259,london,Zack Pemberton-Whiteley,Neutral
21260,zytux,CenterForBiosimilars,Neutral
21261,iranian,CenterForBiosimilars,Neutral
21262,edinburgh,CLLSA,Neutral
21263,john,CLLSA,Neutral
21264,john s,CLLSA,Neutral
21265,rt janssenuk,CLLSA,Neutral
21266,el 14 de octubre,Giannina,Neutral
21267,2018,Ex Dividend Date,Neutral
21268,11 2018,Ex Dividend Date,Neutral
21269,1 10p,Ex Dividend Date,Neutral
21270,125a,Cancer Papers,Negative
21271,34a,Cancer Papers,Negative
21272,125a,TumorImmunoPapers,Neutral
21273,34a,TumorImmunoPapers,Neutral
21274,eu panel,CancerWallonia,Neutral
21275,rituximab combo,CancerWallonia,Neutral
21276,16,CLL Ireland,Neutral
21277,ccl3,CLL Ireland,Neutral
21278,the day,Gina Angel,Neutral
21279,nola,Gina Angel,Neutral
21280,cheerfam,Gina Angel,Neutral
21281,audobonzoo lotsofwalking,Gina Angel,Neutral
21282,first,ecancerpatient,Neutral
21283,bloodcancerawarenessmonth,ecancerpatient,Neutral
21284,four,wambui E,Neutral
21285,1,wambui E,Neutral
21286,2,wambui E,Neutral
21287,3,wambui E,Neutral
21288,4,wambui E,Neutral
21289,henzokenya,wambui E,Neutral
21290,cmlday,wambui E,Neutral
21291,bloodcancerawarenessmonth,AJMC,Neutral
21292,the decade,CLL_Fighters🎗,Neutral
21293,rituximab,World Neonatology Congress,Neutral
21294,individualize lenalidomide plus chlorambucil,World Neonatology Congress,Neutral
21295,2018,Diagnostics News,Neutral
21296,4,Anna Deveau,Neutral
21297,5 cr no cr,Anna Deveau,Neutral
21298,rituximab,Marketbit.pro,Neutral
21299,at least one,Marketbit.pro,Neutral
21300,tablet w rituximab,PRICENTRIC,Neutral
21301,at least one,PRICENTRIC,Neutral
21302,abbv,Bio Stocks™,Neutral
21303,eu committee,Bio Stocks™,Neutral
21304,rituximab,Bio Stocks™,Neutral
21305,90,Anna Deveau,Neutral
21306,mci,GateToMedicine PG,Neutral
21307,september,Patient Empowerment Network,Neutral
21308,more about one,Patient Empowerment Network,Neutral
21309,mexico,Robert Z. Orlowski,Neutral
21310,cll,AllSaintsCEFarnworth,Neutral
21311,oncobellsymposium18 idibell_cat,Ville N. Pimenoff,Neutral
21312,elías,Oncobell Symposium,Neutral
21313,oncobellsymposium18,Oncobell Symposium,Neutral
21314,nhl,Butler Scientifics,Neutral
21315,juan hospitalclinic,Butler Scientifics,Neutral
21316,2,BOSS Bodyworks,Neutral
21317,cll,BOSS Bodyworks,Neutral
21318,a live 30 minute,Patient Empowerment Network,Neutral
21319,w dr jeff_sharman,Patient Empowerment Network,Neutral
21320,sept 27,Patient Empowerment Network,Neutral
21321,3pm et,Patient Empowerment Network,Neutral
21322,12pmpt,Patient Empowerment Network,Neutral
21323,bloodcancerawarenessmonth,Targeted Oncology,Neutral
21324,larry,Patient Power,Neutral
21325,4,KKL Trust,Positive
